diameter,steps,measured_angle,tilt,tilt component,experimental a/s,theoretical a/s,k factor,expected angle,error
4,12.75,8.7,30,0.866025404,0.682352941,1.260337855,0.541404782,9.277619098,0.577619098
4,12.75,8.4,30,0.866025404,0.658823529,1.260337855,0.522735651,9.277619098,0.877619098
4,12.9375,8.4,30,0.866025404,0.649275362,1.260337855,0.515159772,9.414054673,1.014054673
4,12.75,8.34,30,0.866025404,0.654117647,1.260337855,0.519001825,9.277619098,0.937619098
4,12.75,7.92,30,0.866025404,0.621176471,1.260337855,0.492865043,9.277619098,1.357619098
4,58.1875,46.59,30,0.866025404,0.800687433,1.260337855,0.635295869,42.34050676,-4.249493236
4,58.1875,42.02,30,0.866025404,0.722148228,1.260337855,0.572979876,42.34050676,0.320506764
4,57.4375,41.77,30,0.866025404,0.727225245,1.260337855,0.577008174,41.79476446,0.024764464
4,57.4375,41.12,30,0.866025404,0.715908596,1.260337855,0.568029115,41.79476446,0.674764464
4,58.1875,40.37,30,0.866025404,0.693791622,1.260337855,0.550480666,42.34050676,1.970506764
4,57.4375,40.22,30,0.866025404,0.700239391,1.260337855,0.555596571,41.79476446,1.574764464
4,57.4375,39.79,30,0.866025404,0.692752992,1.260337855,0.549656578,41.79476446,2.004764464
4,57.4375,39.14,30,0.866025404,0.681436344,1.260337855,0.540677518,41.79476446,2.654764464
4,57.4375,39.14,30,0.866025404,0.681436344,1.260337855,0.540677518,41.79476446,2.654764464
4,116.375,96.82,30,0.866025404,0.831965628,1.260337855,0.660113179,84.68101353,-12.13898647
4,116.375,83.8,30,0.866025404,0.720085929,1.260337855,0.57134357,84.68101353,0.881013529
4,114.875,82.78,30,0.866025404,0.720609358,1.260337855,0.571758878,83.58952893,0.809528929
4,114.875,81.4,30,0.866025404,0.7085963,1.260337855,0.562227261,83.58952893,2.189528929
4,114.875,80.44,30,0.866025404,0.700239391,1.260337855,0.555596571,83.58952893,3.149528929
4,172.375,123.05,30,0.866025404,0.713850616,1.260337855,0.566396235,125.4297719,2.379771918
4,174.5,122.89,30,0.866025404,0.704240688,1.260337855,0.558771352,126.9760418,4.086041768
4,174.5,122.67,30,0.866025404,0.702979943,1.260337855,0.557771029,126.9760418,4.306041768
4,172.375,121.32,30,0.866025404,0.703814358,1.260337855,0.558433086,125.4297719,4.109771918
4,172.375,120.94,30,0.866025404,0.701609862,1.260337855,0.556683955,125.4297719,4.489771918
5,16.375,11.6,30,0.866025404,0.708396947,1.008270284,0.702586358,9.532298838,-2.067701162
5,16.4375,9.88,30,0.866025404,0.601064639,1.008270284,0.596134438,9.568681658,-0.311318342
5,16.4375,9.65,30,0.866025404,0.587072243,1.008270284,0.582256814,9.568681658,-0.081318342
5,16.4375,9.62,30,0.866025404,0.585247148,1.008270284,0.580446689,9.568681658,-0.051318342
5,16.4375,9.54,30,0.866025404,0.580380228,1.008270284,0.57561969,9.568681658,0.028681658
5,16.4375,9.51,30,0.866025404,0.578555133,1.008270284,0.573809565,9.568681658,0.058681658
5,16.4375,9.39,30,0.866025404,0.571254753,1.008270284,0.566569066,9.568681658,0.178681658
5,16.375,8.96,30,0.866025404,0.547175573,1.008270284,0.542687394,9.532298838,0.572298838
5,16.4375,8.49,30,0.866025404,0.516501901,1.008270284,0.512265321,9.568681658,1.078681658
5,16.4375,8.39,30,0.866025404,0.510418251,1.008270284,0.506231572,9.568681658,1.178681658
5,16.4375,8.34,30,0.866025404,0.507376426,1.008270284,0.503214697,9.568681658,1.228681658
5,16.4375,8.31,30,0.866025404,0.505551331,1.008270284,0.501404573,9.568681658,1.258681658
5,73.75,48.05,30,0.866025404,0.651525424,1.008270284,0.646181321,42.93172759,-5.118272411
5,73.9375,42.37,30,0.866025404,0.573051564,1.008270284,0.568351139,43.04087605,0.670876049
5,73.9375,41.68,30,0.866025404,0.563719358,1.008270284,0.559095479,43.04087605,1.360876049
5,73.9375,41.07,30,0.866025404,0.555469146,1.008270284,0.55091294,43.04087605,1.970876049
5,73.9375,40.73,30,0.866025404,0.550870668,1.008270284,0.54635218,43.04087605,2.310876049
5,73.9375,40.69,30,0.866025404,0.55032967,1.008270284,0.54581562,43.04087605,2.350876049
5,73.9375,40.62,30,0.866025404,0.549382925,1.008270284,0.54487664,43.04087605,2.420876049
5,73.9375,40.58,30,0.866025404,0.548841927,1.008270284,0.54434008,43.04087605,2.460876049
5,73.75,40.53,30,0.866025404,0.549559322,1.008270284,0.545051591,42.93172759,2.401727589
5,147.5,95.62,30,0.866025404,0.648271186,1.008270284,0.642953776,85.86345518,-9.756544822
5,147.875,84.35,30,0.866025404,0.570414201,1.008270284,0.565735409,86.0817521,1.731752098
5,147.5,84.05,30,0.866025404,0.569830508,1.008270284,0.565156504,85.86345518,1.813455178
5,147.875,83.58,30,0.866025404,0.565207101,1.008270284,0.560571019,86.0817521,2.501752098
5,147.875,82.78,30,0.866025404,0.559797126,1.008270284,0.555205419,86.0817521,3.301752098
5,147.875,82.74,30,0.866025404,0.559526627,1.008270284,0.55493714,86.0817521,3.341752098
